,Lambda(Angstroms),Normalized Counts
100,1.3008256426849845,1138.7891361750194
101,1.3033750314996537,1121.10947832476
102,1.3059244203143228,796.6975088967909
103,1.308473809128992,1024.6644182124749
104,1.3110231979436615,-551.1147540983475
105,1.3135725867583308,2194.049665711557
106,1.316121975573,2571.992882562275
107,1.3186713643876693,2105.0000000000045
108,1.3212207532023383,172.40217391303588
109,1.3237701420170076,2546.921810699593
110,1.3263195308316769,947.0823885109533
111,1.3288689196463463,2260.295857988164
112,1.3314183084610154,1031.920801092403
113,1.3339676972756846,3880.8350996184763
114,1.336517086090354,2456.2454873646284
115,1.339066474905023,957.500909421608
116,1.3416158637196924,1654.449346682504
117,1.3441652525343617,1643.4224343675332
118,1.3467146413490307,2368.4883386121523
119,1.3492640301637002,2263.910878112719
120,1.3518134189783695,4287.250843121289
121,1.3543628077930385,12337.090807174902
122,1.3569121966077078,15185.362614913174
123,1.3594615854223773,11989.89646246764
124,1.3620109742370465,8178.816763662676
125,1.3645603630517156,5841.284511433365
126,1.367109751866385,3881.1785522307764
127,1.3696591406810543,3055.8764291784883
128,1.3722085294957234,3126.5286381099013
129,1.3747579183103926,3103.381182011894
130,1.3773073071250619,3095.3533247468886
131,1.379856695939731,3014.136206472267
132,1.3824060847544002,3196.323388215214
133,1.3849554735690697,3136.1436707697912
134,1.3875048623837392,3079.5989526587673
135,1.3900542511984082,2958.8289707124104
136,1.3926036400130775,3140.1380200894228
137,1.3951530288277467,3097.755765200582
138,1.3977024176424158,3021.6879370497304
139,1.400251806457085,3009.454910149696
140,1.4028011952717545,3096.406445243891
141,1.4053505840864238,3107.0834714056186
142,1.407899972901093,2980.7878485558867
143,1.4104493617157623,3020.071158703895
144,1.4129987505304313,3114.2811171212825
145,1.4155481393451006,2956.3323529946483
146,1.4180975281597699,2907.6233630733395
147,1.420646916974439,2718.398218121715
148,1.4231963057891084,2818.773392129485
149,1.4257456946037776,2708.8999494562436
150,1.4282950834184467,2707.2106075885567
151,1.4308444722331162,2808.735438326824
152,1.4333938610477854,2759.4874571891387
153,1.4359432498624547,2738.3857902833442
154,1.4384926386771237,2908.1920632504325
155,1.4410420274917932,2780.5043300988855
156,1.4435914163064625,2821.718782481469
157,1.4461408051211315,2743.8316261279815
158,1.448690193935801,2940.524800000002
159,1.4512395827504703,2790.5809324784723
160,1.4537889715651393,2943.1723522475245
161,1.4563383603798086,2826.3129977084045
162,1.4588877491944778,2773.2900102816293
163,1.4614371380091473,2920.805004776435
164,1.4639865268238164,2746.042393533038
165,1.4665359156384856,2812.1098329363685
166,1.4690853044531549,2854.2632445766676
167,1.471634693267824,2746.585183004827
168,1.4741840820824932,2813.6096549114227
169,1.4767334708971627,2722.362932893767
170,1.4792828597118317,2687.708088782684
171,1.4818322485265012,2684.055839831909
172,1.4843816373411705,2702.442456283044
173,1.4869310261558395,2746.396302692675
174,1.4894804149705088,2701.340324186875
175,1.492029803785178,2717.0178904741433
176,1.4945791925998475,2697.135299766729
177,1.4971285814145165,2704.832111739482
178,1.499677970229186,2696.687540397918
179,1.5022273590438553,2613.5192080331617
180,1.5047767478585243,2814.128997032635
181,1.5073261366731936,2710.97650245108
182,1.5098755254878629,2768.8561524031684
183,1.512424914302532,2770.952203032772
184,1.5149743031172012,2740.053124673507
185,1.5175236919318706,2735.084546366797
186,1.5200730807465397,2862.128954847163
187,1.5226224695612092,2812.0604346803293
188,1.5251718583758784,2772.6629897938774
189,1.5277212471905477,2754.7578034182334
190,1.5302706360052167,2661.970951709509
191,1.532820024819886,2827.45386281588
192,1.5353694136345555,2841.3067005208445
193,1.5379188024492247,2728.4250574607304
194,1.540468191263894,2711.2604276200527
195,1.5430175800785633,2826.6050752967226
196,1.5455669688932323,2869.226373541077
197,1.5481163577079016,2760.1893739372235
198,1.5506657465225708,2961.879533216693
199,1.5532151353372399,2926.943972725212
200,1.5557645241519094,2825.746554478953
201,1.5583139129665786,2911.7438948583626
202,1.5608633017812479,2808.9138330623655
203,1.563412690595917,2859.287353125219
204,1.5659620794105862,2882.3414532063
205,1.5685114682252552,2925.985639837875
206,1.5710608570399247,2913.0324994961975
207,1.5736102458545942,2889.6427877771603
208,1.5761596346692635,2946.819097916437
209,1.5787090234839325,2954.821007669444
210,1.581258412298602,2889.8621644580653
211,1.5838078011132712,2939.2400770967843
212,1.5863571899279405,2970.094096680776
213,1.5889065787426095,2899.8962748421372
214,1.5914559675572788,2955.407004228699
215,1.5940053563719483,2835.3654644317535
216,1.5965547451866173,2894.352533813487
217,1.5991041340012866,3032.4067950368726
218,1.6016535228159559,2958.808934170299
219,1.604202911630625,3057.0821707192063
220,1.6067523004452942,2963.739429359398
221,1.6093016892599636,2877.4405001968303
222,1.6118510780746327,2867.927150602185
223,1.6144004668893022,2794.4656339510125
224,1.6169498557039714,2794.1177100701416
225,1.6194992445186407,2685.0635727392273
226,1.6220486333333097,2726.8813457638703
227,1.624598022147979,2761.50261782533
228,1.6271474109626485,2740.8413949230553
229,1.6296967997773175,2807.7662506832867
230,1.632246188591987,2673.0297730888246
231,1.6347955774066563,2769.284587770196
232,1.6373449662213253,2767.4527942240475
233,1.6398943550359946,2674.294781250581
234,1.6424437438506638,2782.736018334211
235,1.6449931326653329,2759.8476384069927
236,1.6475425214800024,2768.8009441725508
237,1.6500919102946716,2703.3634381812553
238,1.6526412991093407,2562.0080626208855
239,1.65519068792401,2569.641706891566
240,1.6577400767386792,2541.3225574042126
241,1.6602894655533487,2509.896938400242
242,1.6628388543680177,2597.245119305857
243,1.665388243182687,2501.521697286894
244,1.6679376319973565,2508.870758635319
245,1.670487020812026,2560.1027694971435
246,1.673036409626695,2558.0938747343434
247,1.6755857984413642,2577.2083155514997
248,1.6781351872560335,2567.02362120471
249,1.6806845760707025,2663.297114460133
250,1.6832339648853718,2559.9083385631766
251,1.6857833537000413,2596.690367483141
252,1.6883327425147103,2534.397593675792
253,1.6908821313293796,2637.6090256318103
254,1.6934315201440489,2612.82099485639
255,1.695980908958718,2566.3629504739747
256,1.6985302977733872,2608.6023293060093
257,1.7010796865880564,2548.7410400954404
258,1.7036290754027257,2599.698652743352
259,1.7061784642173952,2579.7155906586986
260,1.7087278530320644,2659.4649652069643
261,1.7112772418467335,2565.800972247004
262,1.7138266306614027,2525.0201499100713
263,1.7163760194760722,2655.8997333621114
264,1.7189254082907415,2591.0239054196845
265,1.7214747971054105,2547.0842784854285
266,1.7240241859200798,2727.743284841688
267,1.7265735747347493,2574.9194910187484
268,1.7291229635494183,2554.253693028473
269,1.7316723523640876,2590.2672479662688
270,1.7342217411787568,2600.665310464832
271,1.7367711299934259,2558.4149781078854
272,1.7393205188080951,2663.8082699084425
273,1.7418699076227646,2575.2027170964925
274,1.7444192964374337,2654.11197147441
275,1.746968685252103,2529.014646883098
276,1.7495180740667724,2622.379370947926
277,1.7520674628814417,2602.6802292087136
278,1.7546168516961107,2707.130644787775
279,1.75716624051078,2620.3542139397277
280,1.7597156293254492,2639.476967667252
281,1.7622650181401185,2583.885753698136
282,1.764814406954788,2780.143527744558
283,1.7673637957694572,2646.098343676144
284,1.7699131845841263,2718.224369164229
285,1.7724625733987955,2714.539923224569
286,1.7750119622134648,2686.7203816689507
287,1.7775613510281338,2642.5237532275023
288,1.7801107398428033,2765.788881844354
289,1.7826601286574726,2698.014736312505
290,1.7852095174721418,2700.569654750673
291,1.787758906286811,2713.015883825559
292,1.7903082951014802,2600.420913503625
293,1.8771866858013808,2821.4765158232303
294,1.87973607461605,2876.065682070561
295,1.8822854634307193,2921.047251452487
296,1.8848348522453884,2760.6023532166537
297,1.8873842410600576,2952.8292599199385
298,1.8899336298747271,2874.976082441256
299,1.8924830186893962,2954.5240927062923
300,1.8950324075040654,2853.2518451697524
301,1.897581796318735,2943.153332225993
302,1.900131185133404,2883.869190744407
303,1.9026805739480732,2931.178967010565
304,1.9052299627627425,2932.248496737153
305,1.907779351577412,2921.3653599029194
306,1.910328740392081,2995.874127804091
307,1.9128781292067505,2984.951435542718
308,1.9154275180214198,2910.553022844053
309,1.9179769068360888,2811.5172805228985
310,1.920526295650758,2817.7156934950085
311,1.9230756844654273,2929.843725149879
312,1.9256250732800964,2991.683379986442
313,1.9281744620947658,3020.2271054255352
314,1.930723850909435,2915.7897254736426
315,1.9332732397241041,2872.248175364923
316,1.9358226285387734,2957.424285321773
317,1.9383720173534427,2960.906371280731
318,1.9409214061681117,3044.530189236164
319,1.9434707949827812,3047.7682576116877
320,1.9460201837974507,2990.149562227917
321,1.9485695726121197,3019.735547407193
322,1.9511189614267892,3016.2037778088725
323,1.9536683502414585,2946.6835236175207
324,1.9562177390561277,3004.5361017320492
325,1.9587671278707968,2933.1348448136114
326,1.961316516685466,2958.6749639608497
327,1.9638659055001353,2987.442052260255
328,1.9664152943148048,3104.397190693111
329,1.9689646831294738,3001.0853872776443
330,1.971514071944143,3075.6492006173435
331,1.9740634607588123,3025.90004239067
332,1.9766128495734814,3025.9750106528745
333,1.9791622383881506,2939.1452325096648
334,1.9817116272028197,3072.4821338744287
335,1.9842610160174892,3086.138774805725
336,1.9868104048321584,3042.3426380457213
337,1.9893597936468281,3190.0367131700086
338,1.9919091824614967,3102.789377932395
339,1.9944585712761664,3103.381051607829
340,1.9970079600908353,3064.452474045527
341,1.999557348905505,3108.267456640432
342,2.0021067377201742,3085.2097844958917
343,2.0046561265348437,3132.705959045502
344,2.0072055153495127,3128.7638393434663
345,2.009754904164182,3152.3505084832886
346,2.012304292978851,3084.512080914025
347,2.0148536817935203,3094.1541867169
348,2.0174030706081894,3243.134154877856
349,2.0199524594228584,3208.3027178092802
350,2.022501848237528,3142.550770198045
351,2.0250512370521974,3099.2111276529486
352,2.027600625866867,3205.2434140215337
353,2.0301500146815354,3237.4551315772405
354,2.0326994034962054,3141.7983834675415
355,2.035248792310874,3078.166642207995
356,2.0377981811255435,3210.211224376708
357,2.0403475699402125,3216.502163360293
358,2.0428969587548824,3216.652396822786
359,2.045446347569551,3291.715314081004
360,2.0479957363842205,3269.3789997528797
361,2.05054512519889,3189.4632839657447
362,2.053094514013559,3204.3735469640405
363,2.055643902828228,3329.132779704592
364,2.0581932916428975,3308.2601110331493
365,2.060742680457567,3279.9741572698467
366,2.063292069272236,3218.808366025738
367,2.065841458086905,3159.5477137886824
368,2.0683908469015746,3368.5955738616067
369,2.0709402357162436,3320.987689038196
370,2.0734896245309127,3286.4992137065756
371,2.0760390133455826,3218.626058531954
372,2.078588402160251,3224.0492787338962
373,2.0811377909749207,3180.4891856847116
374,2.0836871797895897,3136.4756841460453
375,2.0862365686042597,3216.767416864808
376,2.0887859574189283,3126.278899376256
377,2.0913353462335977,3061.05111528191
378,2.093884735048267,3012.5011139492535
379,2.0964341238629363,3052.675547467101
380,2.0989835126776057,3124.032526229561
381,2.101532901492275,3128.00029262603
382,2.104082290306944,3137.271443568212
383,2.1066316791216133,3142.0876214877026
384,2.1091810679362823,3162.6687247025475
385,2.1117304567509514,3206.0523458899293
386,2.114279845565621,3211.1117566108787
387,2.1168292343802904,3014.93950631877
388,2.11937862319496,3063.9643368890315
389,2.1219280120096284,3110.285079803405
390,2.1244774008242984,3120.739012945028
391,2.127026789638967,3132.962745576442
392,2.1295761784536364,3146.779716322608
393,2.1321255672683055,3173.327376324525
394,2.134674956082975,3136.1778660412056
395,2.137224344897644,3177.665964763592
396,2.1397737337123135,3200.3006439666397
397,2.142323122526983,3188.75309989088
398,2.144872511341652,3147.444523034321
399,2.147421900156321,3269.93967324385
400,2.1499712889709905,3183.3794713928173
401,2.1525206777856596,3229.212787580738
402,2.155070066600329,3295.7126927312797
403,2.157619455414998,3248.1035764059734
404,2.1601688442296676,3141.5321340445716
405,2.162718233044337,3117.5665320373237
406,2.1652676218590057,3160.35931731066
407,2.1678170106736756,3077.5298128137174
408,2.170366399488344,3089.003969226892
409,2.1729157883030137,2979.7643620269055
410,2.1754651771176827,2779.1916044447134
411,2.1780145659323527,2719.3304014152736
412,2.1805639547470212,2720.9781958086223
413,2.1831133435616907,2679.092593876813
414,2.18566273237636,2620.5348748026904
415,2.1882121211910293,2617.9805793518817
416,2.1907615100056983,2596.811737740178
417,2.193310898820368,2568.1844823537995
418,2.195860287635037,2560.3018028568813
419,2.1984096764497063,2579.2485169135907
420,2.2009590652643753,2491.2913399444087
421,2.2035084540790444,2555.0542720820877
422,2.206057842893714,2606.0176652446635
423,2.2086072317083834,2627.6586414896337
424,2.211156620523053,2514.612409459808
425,2.2137060093377214,2455.543482630197
426,2.2162553981523914,2515.810663309604
427,2.21880478696706,2428.335611639218
428,2.2213541757817294,2514.5451880664805
429,2.2239035645963985,2460.4009596693627
430,2.226452953411068,2652.1912989565294
431,2.229002342225737,2489.7607362393574
432,2.2315517310404065,2460.4647761555298
433,2.234101119855076,2539.761116059016
434,2.236650508669745,2504.457232529153
435,2.239199897484414,2548.2572751555867
436,2.2417492862990835,2486.1410208905872
437,2.2442986751137526,2527.2992153730443
438,2.246848063928422,2552.7741667329997
439,2.249397452743091,2522.680595080871
440,2.2519468415577606,2469.676806307928
441,2.25449623037243,2547.446147484049
442,2.2570456191870987,2540.903317941982
443,2.2595950080017686,2582.207492877393
444,2.262144396816437,2472.457331192384
445,2.2646937856311067,2609.865645600105
446,2.2672431744457757,2507.814231099326
447,2.2697925632604457,2550.3979836159874
448,2.2723419520751142,2558.500619033658
449,2.2748913408897837,2584.715569635656
450,2.277440729704453,2587.2809302708265
451,2.2799901185191223,2590.0718900032753
452,2.2825395073337913,2572.1701332137113
453,2.285088896148461,2594.441151574074
454,2.28763828496313,2571.1317297692476
455,2.2901876737777993,2612.6897382740317
456,2.2927370625924683,2633.41168465543
457,2.2952864514071374,2631.1963687108914
458,2.2978358402218073,2649.745654851843
459,2.300385229036476,2636.14244944392
460,2.302934617851146,2619.322840634621
461,2.3054840066658144,2588.1512740880034
462,2.3080333954804844,2600.3260631745907
463,2.310582784295153,2657.2739773491394
464,2.3131321731098224,2628.0210578747087
465,2.3156815619244915,2587.022007595337
466,2.318230950739161,2678.8324678780987
467,2.32078033955383,2654.8846052075373
468,2.3233297283684995,2698.298623669363
469,2.325879117183169,2596.3556608837334
470,2.3284285059978376,2789.2422985785556
471,2.330977894812507,2602.475600862892
472,2.3335272836271765,2648.5813904061997
473,2.3360766724418456,2680.9583928345523
474,2.338626061256515,2646.0147510077777
475,2.341175450071184,2605.4335500217994
476,2.3437248388858536,2686.08516865568
477,2.3462742277005226,2740.0110663706682
478,2.3488236165151917,2766.2829936815824
479,2.351373005329861,2730.248202937488
480,2.35392239414453,2808.7136239239376
481,2.3564717829592,2705.427085646601
482,2.3590211717738683,2712.8835148082526
483,2.3615705605885386,2659.1701439695826
484,2.364119949403207,2628.4419776806644
485,2.3666693382178767,2734.0437855516625
486,2.3692187270325458,2673.3196321574196
487,2.3717681158472153,2657.701073678294
488,2.3743175046618847,2766.0971983373
489,2.3768668934765533,2740.3457658919788
490,2.379416282291223,2749.4562707171076
491,2.381965671105892,2696.627654257208
492,2.3845150599205613,2693.6452179905245
493,2.387064448735231,2683.6362455729727
494,2.3896138375499003,2663.2820851720853
495,2.3921632263645694,2709.3591755102993
496,2.394712615179239,2866.854742033309
497,2.3972620039939074,2763.058154682116
498,2.399811392808577,2778.9108283637624
499,2.402360781623246,2736.392122672954
500,2.4049101704379154,2691.838341782467
501,2.4074595592525845,2808.6177427614566
502,2.4100089480672544,2806.9575758733604
503,2.412558336881923,2810.281886299146
504,2.4151077256965925,2742.3312643027493
505,2.4176571145112615,2808.701237710783
506,2.420206503325931,2741.653650908833
507,2.4227558921406,2748.0854333504353
508,2.4253052809552695,2817.028471365502
509,2.427854669769939,2717.342936890602
510,2.4304040585846076,2881.382710351957
511,2.4329534473992775,2908.795728473542
512,2.435502836213946,2775.7598726205315
513,2.438052225028616,2739.403916152508
514,2.4406016138432847,2830.727603467869
515,2.4431510026579546,2817.8231506690317
516,2.445700391472623,2790.0911663421293
517,2.4482497802872927,2726.159713782545
518,2.4507991691019617,2819.694797587874
519,2.453348557916631,2824.5803974133637
520,2.4558979467313007,2850.946581106195
521,2.4584473355459697,2955.1830626076726
522,2.460996724360639,2876.0824364960718
523,2.463546113175308,2851.5911839806454
524,2.4660955019899773,2790.4856671998223
525,2.4686448908046468,2852.08289462877
526,2.471194279619316,2871.120950204167
527,2.4737436684339853,2880.6466756762384
528,2.476293057248654,2827.849331024165
529,2.4788424460633234,2778.366262882598
530,2.481391834877993,2819.250418146616
531,2.483941223692662,2899.6919020497903
532,2.486490612507332,2853.108903272524
533,2.4890400013220004,2981.695801352005
534,2.4915893901366704,2919.6943942442585
535,2.4941387789513385,3039.247398969288
536,2.4966881677660084,2962.152486187845
537,2.4992375565806775,2954.1730512338813
538,2.501786945395347,2987.8861776179847
539,2.5043363342100164,2971.252217764344
540,2.5068857230246855,2873.682647965139
541,2.509435111839355,2914.2627885329666
542,2.5119845006540236,2936.359601634951
543,2.514533889468693,3095.738249561251
544,2.517083278283362,3054.320290572885
545,2.5196326670980316,3016.391223298592
546,2.522182055912701,2968.521337503509
547,2.5247314447273705,2934.339188816337
548,2.527280833542039,2973.684805330923
549,2.5298302223567086,3014.5816254162896
550,2.5323796111713777,2992.1141885182187
551,2.534928999986047,3049.0991294883593
552,2.537478388800716,2984.131698345872
553,2.5400277776153857,2876.181231751337
554,2.5425771664300543,2905.649066600955
555,2.5451265552447246,2849.569116380286
556,2.5476759440593932,2808.897645000637
557,2.5502253328740627,2763.664809017968
558,2.5527747216887318,2659.573097666942
559,2.5553241105034012,2592.6558161047333
560,2.5578734993180707,2471.012023873739
561,2.5604228881327393,2560.3678836770914
562,2.562972276947409,2534.375371010864
563,2.565521665762078,2539.15098285236
564,2.568071054576748,2397.8666534775743
565,2.5706204433914164,2482.2495320517864
566,2.5731698322060863,2470.3281800906007
567,2.5757192210207553,2445.4943270254203
568,2.5782686098354244,2457.702393529143
569,2.5808179986500934,2490.4502706916346
570,2.583367387464763,2456.011144756403
571,2.585916776279432,2425.0059724746798
572,2.5884661650941014,2453.193997638277
573,2.591015553908771,2491.1094067171794
574,2.5935649427234395,2510.8431018936035
575,2.596114331538109,2414.349136503087
576,2.5986637203527785,2436.9216600513564
577,2.6012131091674475,2392.760341943273
578,2.603762497982117,2434.9105470399563
579,2.606311886796786,2491.482609977339
580,2.6088612756114555,2483.5073988148733
581,2.611410664426124,2429.4560489042888
582,2.6139600532407936,2450.7944460244944
583,2.616509442055463,2422.7991207619584
584,2.619058830870132,2505.6149263452016
585,2.621608219684802,2402.2656261454836
586,2.6241576084994707,2451.4331977998318
587,2.6267069973141406,2490.7222454933535
588,2.629256386128809,2403.3278814202813
589,2.6318057749434787,2496.9507664527064
590,2.6343551637581477,2485.5203836693872
591,2.636904552572817,2483.4088317524893
592,2.6394539413874867,2495.1615536847585
593,2.6420033302021557,2472.003160413337
594,2.6445527190168248,2396.416648900031
595,2.647102107831494,2531.6176131426564
596,2.6496514966461633,2573.561660952232
597,2.6522008854608328,2319.856856262544
598,2.654750274275502,2438.4152986918007
599,2.6572996630901713,2557.4149983881243
600,2.6598490519048408,2557.7004677660348
601,2.6623984407195094,2553.356500515093
602,2.664947829534179,2452.5571070202873
603,2.667497218348848,2499.2607489668185
604,2.6700466071635174,2563.347787215014
605,2.6725959959781864,2495.204806280528
606,2.6751453847928564,2464.070783019614
607,2.6776947736075245,2504.4115490340328
608,2.6802441624221944,2589.7562265481465
609,2.6827935512368635,2581.430395946242
610,2.685342940051533,2573.478498874762
611,2.687892328866202,2514.5463379044804
612,2.6904417176808715,2594.5990116491157
613,2.692991106495541,2601.7731857488707
614,2.6955404953102096,2476.5267087576667
615,2.698089884124879,2528.1271623153434
616,2.700639272939548,2508.7959401681337
617,2.703188661754218,2545.607376872254
618,2.705738050568887,2581.3044544162303
619,2.7082874393835565,2584.583537148302
620,2.710836828198225,2508.118606662696
621,2.7133862170128946,2542.043263503332
622,2.7159356058275637,2597.3154124282682
623,2.718484994642233,2574.0573816029237
624,2.721034383456902,2617.549770106149
625,2.7235837722715717,2515.6162625521747
626,2.726133161086241,2619.543220727959
627,2.72868254990091,2605.7488475295286
628,2.7312319387155792,2507.8205024890194
629,2.7337813275302487,2695.4060561893384
630,2.7363307163449178,2692.5043443221543
631,2.7388801051595872,2613.946605012626
632,2.7414294939742563,2675.970991566963
633,2.7439788827889253,2634.5359365808017
634,2.746528271603595,2574.9669009721533
635,2.749077660418264,2591.5323831494834
636,2.7516270492329338,2651.3047291026764
637,2.7541764380476024,2544.820186882789
638,2.7567258268622723,2575.1118299887466
639,2.7592752156769405,2633.5037964884414
640,2.7618246044916104,2649.3422995120786
641,2.7643739933062794,2581.4784896260626
642,2.766923382120949,2657.7104276268883
643,2.769472770935618,2653.1970032968807
644,2.7720221597502874,2705.938927290968
645,2.774571548564957,2698.2295362190243
646,2.7771209373796255,2737.9523922976996
647,2.779670326194295,2805.164811607124
648,2.782219715008964,2656.78253872862
649,2.7847691038236335,2633.962803810832
650,2.787318492638303,2623.440248007693
651,2.789867881452972,2680.43123842016
652,2.7924172702676415,2717.5800348073444
653,2.7949666590823106,2620.8184728335564
654,2.7975160478969796,2741.976887825109
655,2.800065436711649,2780.213726826463
656,2.802614825526318,2683.7792424196105
657,2.805164214340988,2744.5827098907203
658,2.807713603155656,2728.8685634825606
659,2.8102629919703266,2695.9215458505932
660,2.8128123807849947,2627.2701770420244
661,2.8153617695996647,2691.899049207678
662,2.8179111584143337,2706.9114930107626
663,2.820460547229003,2720.209768266479
664,2.8230099360436727,2726.216149031119
665,2.8255593248583417,2658.847256999429
666,2.8281087136730108,2726.904133950002
667,2.83065810248768,2761.2694226613885
668,2.8332074913023493,2712.075202868671
669,2.8357568801170183,2735.512589537902
670,2.8383062689316882,2754.036192034882
671,2.8408556577463573,2786.469469899269
672,2.8434050465610268,2653.735548662449
673,2.8459544353756954,2788.1676056717233
674,2.848503824190365,2730.2805505107085
675,2.851053213005034,2745.9768713486355
676,2.8536026018197034,2789.959447979363
677,2.8561519906343724,2728.145716701605
678,2.8587013794490415,2805.043203278453
679,2.861250768263711,2687.540337021245
680,2.8638001570783804,2809.6487308324754
681,2.8663495458930495,2822.8547249647345
682,2.868898934707719,2748.7904961344902
683,2.871448323522388,2775.1336738879127
684,2.8739977123370575,2826.6042090758156
685,2.876547101151727,2843.163104638058
686,2.8790964899663956,2817.2502134400006
687,2.881645878781065,2837.2309775633385
688,2.884195267595734,2885.2130144664943
689,2.886744656410404,2922.924103950505
690,2.8892940452250726,2799.583842876811
691,2.8918434340397425,2832.1449558195372
692,2.894392822854411,2813.7651212943047
693,2.8969422116690806,2854.686468749414
694,2.8994916004837497,2904.9488939811527
695,2.902040989298419,2886.397484841683
696,2.904590378113088,2872.558265582652
697,2.9071397669277577,2771.748889605026
698,2.909689155742427,2940.4916632109384
699,2.9122385445570957,2881.45644486123
700,2.9147879333717652,2874.688693023234
701,2.9173373221864347,2914.4178551082214
702,2.9198867110011038,2957.0873148576356
703,2.9224360998157732,2930.3509900307836
704,2.924985488630442,2897.99876773765
705,2.9275348774451113,2801.553148636295
706,2.930084266259781,2904.3345230722043
707,2.93263365507445,2917.898941146559
708,2.9351830438891193,3014.7707681476177
709,2.9377324327037884,2966.8620377849093
710,2.9402818215184583,2976.2269859273497
711,2.9428312103331264,2894.987070605559
712,2.9453805991477964,2982.2268591189572
713,2.9479299879624654,2940.215337051238
714,2.950479376777135,2945.0655426528765
715,2.953028765591804,2941.45998947456
716,2.9555781544064734,3067.750342823293
717,2.958127543221143,2921.894777104363
718,2.9606769320358115,3029.709698529299
719,2.963226320850481,2999.091219442206
720,2.96577570966515,2949.233294162568
721,2.9683250984798195,2949.811778489724
722,2.970874487294489,2948.6865499048354
723,2.9734238761091585,2976.613222345978
724,2.975973264923827,3006.1106113982387
